channel_id,subscriber_count,view_count,video_count,days_since_last_upload,videos_last_30d,videos_last_90d,mean_engagement_rate,median_engagement_rate,mean_to_median_er_ratio,engagement_cv,mean_like_rate,mean_comment_rate,mean_comment_to_like_ratio,mean_inter_video_days,std_inter_video_days,posting_irregularity,max_subscriber_spike,std_subscriber_growth_pct,mean_subscriber_growth_pct,growth_spike_count,engagement_rate_gini,country_consistency_score,label
SIM-0000,3391792.212657332,756804591.2611977,9027.45940181864,-72.67343478065332,9.828723560918405,8.228050881473656,0.010952053066247469,0.02998718285820018,0.7870511281634437,0.19276302404665765,0.02046389569862668,0.0004881514502998916,0.7154194367092301,-8.735207016132547,6.192697720480004,106786.7912580194,-5349.45938338473,1.0790094451536136,-0.7078067514140112,0.3258421137451206,0.3825395695490296,0.964913091700826,0
SIM-0001,-1077432.227230254,393356283.2934598,2353.1024965867073,1366.4284800844496,-3.4553426137300356,7.271353858401801,0.01042704794985847,0.06283421329867346,0.5420808284900006,0.13704010014318557,0.05236797949127164,-0.00023014261328651946,0.21693312479139237,-2.7045630004798387,23.78824810637493,135764.25518942266,1714.8813557698059,2.4204607192955545,1.4660905681033745,0.03334449608318429,0.27985794664344305,1.011363785902529,0
SIM-0002,1724638.2323692034,4488354230.230816,4181.296884351968,16.861711850692082,8.176576993033631,11.526064026074959,0.011897180842258832,0.011051543236648427,1.14796220357586,0.575426130678199,0.012695332753495832,0.004077311642190022,-0.0025858609437400043,7.301537594045971,148.9627672498903,-103576.9121106397,5395.0390536491905,0.6946398415730346,0.0747615152010279,-0.6206538426725419,0.3795215366572149,-0.02928187922270794,0
SIM-0003,1349982.834741586,1609826348.4215598,-3376.2670916132724,12.85788575752639,12.049897151962167,6.448332014790523,0.03136448347465473,0.09891945456444115,1.9285324330331417,0.4106452630048172,0.005682937999265395,0.004038755414633159,-0.009726346657523515,17.040037792255006,-3.9827722924487903,-46616.72145967737,3030.2644989220244,3.2101961920001134,-0.6302921986197583,-0.5824235516348387,0.446769569558841,0.9337963383706094,0
SIM-0004,1822810.8209089045,516284506.08559585,169.67616069714703,1650.6467585822686,-0.46661814399472523,2.4141100187731874,0.009341728407541957,0.03403026993687559,0.21560032888427716,0.3548211511583425,0.037394582497744196,-0.0005160496113575243,0.08077278335575694,-6.941358912782979,7.358797618469863,344587.79126364854,-1857.8006199335769,0.33268244058536056,2.3727896104502064,0.2577425911470694,0.2473529727101561,0.9692652862718248,1
SIM-0005,798635.953404304,382510942.6886755,113.35582654673772,-5.524096433824494,8.875076925175533,9.912391713614834,0.027526766408510827,0.03446939120211999,1.4474667481213022,1.7630225305140108,0.1206585320785975,0.0020714122655876607,0.013047754177173946,-15.688105785204014,-10.926213811458604,55698.338243978484,-6914.451108377964,4.714394385884308,-0.376477872642916,2.3956155866278808,0.25053466879691316,1.1162629513808218,0
SIM-0006,6329584.987229722,-550380190.4069717,4207.453427184108,119.99608453870933,2.692649653556036,9.443257026714592,0.013944125906204731,0.0008303137293997767,1.7423535627856785,0.5423992251648339,0.014142912932021783,-0.0007385456101113865,0.021289617695208214,12.121161391661802,13.011342355840956,-23653.39895476041,7909.111805937791,1.2966727806097331,1.9257530733688069,-0.1707879013998206,0.27558410588261173,0.0011878805549511943,0
SIM-0007,-161431.03830101507,-165510445.42513356,-1804.3090557293121,-57.8279819991482,13.7699147923562,8.583602724547674,0.02708980501954949,0.010359811665626856,1.6555607314704013,0.27107310279377805,0.0400094863754329,0.01020830701835248,0.004048045671196071,10.395673197639143,-0.19965366193251305,10966.783828940897,-451.93859583430503,2.401846304979716,2.2613899141848,-0.07470841837888405,0.4629044692165061,-0.1815010452956758,1
SIM-0008,2835200.7784927506,-76742976.60071543,2018.0999610187826,-0.8032128012159954,-0.605662833600351,9.583035544188398,0.03653011316278905,0.040085985331619965,0.8370027850490451,0.4889503224383953,0.06272493487779976,0.0018476818009038277,0.23017257897530957,-5.213569962742867,-13.603914285667715,145760.99136669366,5925.691590920512,4.723681407499916,1.229304362198902,0.40853088760611717,0.5385331899779668,1.1375147470956852,0
SIM-0009,2664823.332577927,1446239297.605865,-1922.5058592059722,72.01032931466335,0.6781356812195759,9.85322990970847,0.06386832680298708,0.01854722596587057,0.4416759401867725,-0.04946954652598695,0.033313975780364984,-0.0007831595272806173,0.03192790750012443,9.841514463134635,-15.250289430685031,-323894.5745516914,8407.800580257603,1.6303624957369578,1.932173363196412,0.020145602636641845,0.4621515363141344,0.7741138117949685,0
